category;roomsCount;bathroomsCount;surface;listingType;price;city;region
Land and Farms;-1.0;-1.0;-1.0;For Sale;112800.0;Mahdia;Mahdia
Vacation Rentals;2.0;1.0;110.0;For Rent;80.0;Mahdia;Mahdia
Appartements;1.0;1.0;55.0;For Sale;95000.0;Mahdia;Mahdia
Appartements;4.0;2.0;168.0;For Sale;390000.0;Mahdia;Mahdia
Appartements;2.0;1.0;81.0;For Sale;186000.0;Mahdia;Mahdia
Appartements;1.0;1.0;57.0;For Sale;152000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;890000.0;Mahdia;Mahdia
Appartements;1.0;1.0;75.0;For Sale;130000.0;Mahdia;Mahdia
Appartements;2.0;3.0;150.0;For Rent;800.0;Mahdia;Mahdia
Appartements;2.0;2.0;136.0;For Rent;750.0;Mahdia;Mahdia
Appartements;2.0;1.0;70.0;For Sale;98000.0;Mahdia;Mahdia
Appartements;1.0;1.0;46.0;For Rent;450.0;Mahdia;Mahdia
Houses and Villas;3.0;2.0;270.0;For Sale;350000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;400000.0;Mahdia;Mahdia
Appartements;2.0;1.0;80.0;For Sale;200000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000.0;Mahdia;Autres villes
Appartements;3.0;3.0;205.0;For Sale;330000.0;Mahdia;Mahdia
Appartements;2.0;2.0;106.0;For Sale;220000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;55000.0;Mahdia;Mahdia
Appartements;1.0;1.0;80.0;For Rent;370.0;Mahdia;Mahdia
Appartements;1.0;1.0;46.0;For Rent;450.0;Mahdia;Mahdia
Appartements;3.0;1.0;170.0;For Sale;185000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Mahdia;Mahdia
Houses and Villas;2.0;1.0;110.0;For Sale;160000.0;Mahdia;Mahdia
Houses and Villas;5.0;3.0;600.0;For Sale;700000.0;Mahdia;Mahdia
Vacation Rentals;2.0;1.0;100.0;For Rent;60.0;Mahdia;Mahdia
Appartements;2.0;2.0;136.0;For Sale;249000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;300000.0;Mahdia;Sidi Alouane
Land and Farms;-1.0;-1.0;-1.0;For Sale;1450000.0;Mahdia;Mahdia
Appartements;2.0;1.0;110.0;For Rent;400.0;Mahdia;Mahdia
Appartements;3.0;1.0;111.0;For Sale;130000.0;Mahdia;Autres villes
Houses and Villas;5.0;2.0;150.0;For Sale;200000.0;Mahdia;Autres villes
Appartements;1.0;1.0;60.0;For Rent;500.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;580500.0;Mahdia;Mahdia
Houses and Villas;9.0;5.0;500.0;For Sale;800000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;76000.0;Mahdia;Autres villes
Appartements;1.0;1.0;65.0;For Rent;350.0;Mahdia;Mahdia
Vacation Rentals;3.0;2.0;140.0;For Rent;80.0;Mahdia;Mahdia
Appartements;3.0;2.0;140.0;For Rent;600.0;Mahdia;Mahdia
Appartements;1.0;1.0;53.0;For Sale;120000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;600000.0;Mahdia;Autres villes
Appartements;2.0;1.0;110.0;For Sale;246000.0;Mahdia;Mahdia
Appartements;2.0;1.0;98.0;For Rent;350.0;Mahdia;Mahdia
Appartements;2.0;1.0;90.0;For Sale;150000.0;Mahdia;Mahdia
Appartements;2.0;1.0;115.0;For Sale;75000.0;Mahdia;Autres villes
Appartements;1.0;1.0;75.0;For Rent;400.0;Mahdia;Mahdia
Appartements;1.0;1.0;53.0;For Sale;95000.0;Mahdia;Mahdia
Houses and Villas;12.0;10.0;1700.0;For Sale;2500000.0;Mahdia;Mahdia
Appartements;2.0;1.0;104.0;For Sale;240000.0;Mahdia;Mahdia
Houses and Villas;2.0;1.0;185.0;For Sale;57000.0;Mahdia;Chebba
Houses and Villas;2.0;1.0;600.0;For Sale;110000.0;Mahdia;Autres villes
Appartements;2.0;1.0;120.0;For Sale;140000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;420000.0;Mahdia;Autres villes
Vacation Rentals;2.0;1.0;70.0;For Rent;30.0;Mahdia;Mahdia
Vacation Rentals;1.0;1.0;70.0;For Rent;280.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Mahdia;Chebba
Houses and Villas;5.0;2.0;250.0;For Sale;630000.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000.0;Mahdia;Chorbane
Appartements;1.0;1.0;60.0;For Rent;250.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;112000.0;Mahdia;Mahdia
Appartements;3.0;1.0;135.0;For Sale;122000.0;Mahdia;Mahdia
Houses and Villas;3.0;1.0;70.0;For Rent;240.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;55000.0;Mahdia;Essouassi
Houses and Villas;3.0;1.0;160.0;For Sale;260000.0;Mahdia;Autres villes
Houses and Villas;3.0;2.0;500.0;For Sale;300000.0;Mahdia;Chebba
Houses and Villas;4.0;1.0;803.0;For Sale;350000.0;Mahdia;Ksour Essef
Appartements;1.0;1.0;90.0;For Rent;350.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;50000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;107000.0;Mahdia;Mahdia
Appartements;1.0;1.0;53.0;For Sale;125000.0;Mahdia;Mahdia
Houses and Villas;2.0;1.0;300.0;For Sale;270000.0;Mahdia;Chebba
Land and Farms;-1.0;-1.0;-1.0;For Sale;90000000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;180000.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;60000.0;Mahdia;Ksour Essef
Land and Farms;-1.0;-1.0;-1.0;For Sale;33825.0;Mahdia;Ksour Essef
Houses and Villas;5.0;2.0;350.0;For Sale;350000.0;Mahdia;Mahdia
Appartements;1.0;1.0;60.0;For Rent;250.0;Mahdia;Mahdia
Houses and Villas;2.0;1.0;110.0;For Sale;160000000.0;Mahdia;El Jem
Houses and Villas;5.0;2.0;313.0;For Sale;250000.0;Mahdia;Chebba
Houses and Villas;3.0;2.0;270.0;For Sale;350000.0;Mahdia;Mahdia
Appartements;2.0;1.0;197.0;For Sale;230000.0;Mahdia;Mahdia
Appartements;2.0;1.0;60.0;For Rent;250.0;Mahdia;Mahdia
Appartements;2.0;1.0;71.0;For Sale;71000.0;Mahdia;Autres villes
Appartements;3.0;1.0;100.0;For Rent;50.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;498000.0;Mahdia;Mahdia
Appartements;1.0;1.0;74.0;For Sale;160000.0;Mahdia;Mahdia
Houses and Villas;3.0;1.0;200.0;For Rent;550.0;Mahdia;Mahdia
Houses and Villas;6.0;2.0;404.0;For Sale;530000.0;Mahdia;Autres villes
Houses and Villas;2.0;1.0;90.0;For Rent;350.0;Mahdia;Autres villes
Appartements;1.0;1.0;20.0;For Rent;300.0;Mahdia;Mahdia
Houses and Villas;1.0;1.0;100.0;For Rent;250.0;Mahdia;Autres villes
Houses and Villas;3.0;2.0;200.0;For Rent;600.0;Mahdia;Mahdia
Appartements;1.0;1.0;104.0;For Sale;234000.0;Mahdia;Mahdia
Appartements;2.0;1.0;125.0;For Sale;180000.0;Mahdia;Mahdia
Appartements;2.0;1.0;100.0;For Sale;100000.0;Mahdia;Ksour Essef
Appartements;2.0;1.0;90.0;For Sale;120000.0;Mahdia;Ksour Essef
Appartements;2.0;2.0;124.0;For Sale;265000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000.0;Mahdia;Ksour Essef
Appartements;2.0;1.0;105.0;For Sale;110000.0;Mahdia;Mahdia
Houses and Villas;2.0;1.0;400.0;For Sale;100000.0;Mahdia;Mahdia
Houses and Villas;2.0;1.0;70.0;For Rent;300.0;Mahdia;Autres villes
Appartements;2.0;2.0;150.0;For Sale;280000.0;Mahdia;Mahdia
Appartements;4.0;1.0;200.0;For Sale;210000.0;Mahdia;Ksour Essef
Land and Farms;-1.0;-1.0;-1.0;For Sale;55000.0;Mahdia;Mahdia
Appartements;1.0;1.0;70.0;For Rent;370.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Mahdia;Ksour Essef
Land and Farms;-1.0;-1.0;-1.0;For Sale;55000.0;Mahdia;Autres villes
Houses and Villas;3.0;1.0;246.0;For Sale;120000.0;Mahdia;Autres villes
Houses and Villas;2.0;2.0;160.0;For Sale;185000.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;600000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Mahdia;Chebba
Vacation Rentals;2.0;1.0;120.0;For Rent;30.0;Mahdia;Mahdia
Appartements;1.0;1.0;60.0;For Rent;280.0;Mahdia;Mahdia
Appartements;1.0;1.0;60.0;For Rent;400.0;Mahdia;Mahdia
Appartements;2.0;1.0;90.0;For Sale;196650.0;Mahdia;Mahdia
Houses and Villas;6.0;4.0;500.0;For Sale;820000.0;Mahdia;Mahdia
Appartements;2.0;1.0;110.0;For Sale;1500000.0;Mahdia;Ksour Essef
Appartements;2.0;1.0;70.0;For Sale;96000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;145000.0;Mahdia;Autres villes
Appartements;1.0;1.0;75.0;For Sale;180000.0;Mahdia;Mahdia
Appartements;2.0;1.0;97.0;For Sale;210000.0;Mahdia;Mahdia
Appartements;4.0;2.0;125.0;For Sale;330000.0;Mahdia;Mahdia
Shops;1.0;1.0;50.0;For Rent;650.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;1500000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;110000.0;Mahdia;Ksour Essef
Houses and Villas;3.0;1.0;200.0;For Rent;600.0;Mahdia;Ksour Essef
Vacation Rentals;2.0;2.0;120.0;For Rent;70.0;Mahdia;Mahdia
Appartements;2.0;2.0;120.0;For Rent;70.0;Mahdia;Mahdia
Houses and Villas;3.0;1.0;70.0;For Rent;240.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000000.0;Mahdia;Autres villes
Appartements;3.0;1.0;140.0;For Sale;250000.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;56794222.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;325000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Mahdia;Chebba
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Mahdia;Chebba
Shared Rooms;1.0;1.0;60.0;For Rent;125.0;Mahdia;Mahdia
Houses and Villas;3.0;1.0;170.0;For Sale;255000.0;Mahdia;Autres villes
Appartements;2.0;1.0;100.0;For Rent;50.0;Mahdia;Mahdia
Houses and Villas;2.0;1.0;430.0;For Rent;180.0;Mahdia;Mahdia
Vacation Rentals;2.0;2.0;430.0;For Rent;3500.0;Mahdia;Mahdia
Appartements;2.0;1.0;80.0;For Rent;80.0;Mahdia;Mahdia
Houses and Villas;2.0;2.0;2000.0;For Rent;2800.0;Mahdia;Mahdia
Appartements;2.0;1.0;100.0;For Rent;50.0;Mahdia;Mahdia
Houses and Villas;2.0;2.0;430.0;For Rent;200.0;Mahdia;Mahdia
Vacation Rentals;2.0;1.0;200.0;For Rent;180.0;Mahdia;Mahdia
Houses and Villas;4.0;2.0;650.0;For Sale;630000.0;Mahdia;Mahdia
Appartements;2.0;1.0;80.0;For Rent;80.0;Mahdia;Mahdia
Houses and Villas;3.0;1.0;100.0;For Sale;180000.0;Mahdia;Autres villes
Houses and Villas;1.0;1.0;170.0;For Sale;110000.0;Mahdia;Autres villes
Appartements;3.0;1.0;120.0;For Rent;450.0;Mahdia;Mahdia
Houses and Villas;3.0;2.0;190.0;For Sale;120000000.0;Mahdia;Ksour Essef
Land and Farms;-1.0;-1.0;-1.0;For Sale;600000.0;Mahdia;Mahdia
Appartements;2.0;2.0;124.0;For Rent;500.0;Mahdia;Mahdia
Houses and Villas;2.0;1.0;310.0;For Sale;120000.0;Mahdia;Ksour Essef
Appartements;3.0;2.0;140.0;For Sale;175000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;60000.0;Mahdia;Ksour Essef
Land and Farms;-1.0;-1.0;-1.0;For Sale;350000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;45000.0;Mahdia;Chebba
Houses and Villas;3.0;1.0;112.0;For Sale;95000.0;Mahdia;Mahdia
Appartements;3.0;1.0;150.0;For Rent;500.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;500000.0;Mahdia;Autres villes
Shops;1.0;1.0;30.0;For Rent;400.0;Mahdia;Mahdia
Houses and Villas;5.0;2.0;190.0;For Sale;110000.0;Mahdia;Mahdia
Appartements;2.0;1.0;90.0;For Rent;550.0;Mahdia;Mahdia
Houses and Villas;3.0;2.0;230.0;For Sale;250000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;90000.0;Mahdia;Mahdia
Houses and Villas;5.0;3.0;583.0;For Sale;570000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;620000.0;Mahdia;Mahdia
Appartements;2.0;1.0;90.0;For Rent;460.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;550000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Mahdia;Mahdia
Appartements;2.0;1.0;76.0;For Rent;800.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;1300000.0;Mahdia;Mahdia
Appartements;2.0;2.0;90.0;For Rent;50.0;Mahdia;Autres villes
Appartements;2.0;2.0;100.0;For Rent;50.0;Mahdia;Autres villes
Appartements;2.0;1.0;80.0;For Rent;380.0;Mahdia;Mahdia
Houses and Villas;3.0;1.0;220.0;For Sale;225000.0;Mahdia;Mahdia
Houses and Villas;2.0;1.0;105.0;For Sale;100000.0;Mahdia;Ksour Essef
Appartements;2.0;1.0;125.0;For Rent;850.0;Mahdia;Mahdia
Vacation Rentals;2.0;1.0;80.0;For Rent;100.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Mahdia;Mahdia
Houses and Villas;2.0;1.0;200.0;For Sale;200000.0;Mahdia;Mahdia
Appartements;2.0;1.0;120.0;For Rent;420.0;Mahdia;Mahdia
Appartements;3.0;1.0;100.0;For Rent;50.0;Mahdia;Mahdia
Houses and Villas;4.0;2.0;350.0;For Sale;1900000.0;Mahdia;Autres villes
Vacation Rentals;1.0;1.0;45.0;For Rent;45.0;Mahdia;Autres villes
Houses and Villas;3.0;1.0;207.0;For Sale;240000.0;Mahdia;Mahdia
Appartements;2.0;1.0;109.0;For Sale;250000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;40000000.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;700000.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;320000.0;Mahdia;Autres villes
Houses and Villas;2.0;2.0;350.0;For Sale;205000.0;Mahdia;Autres villes
Houses and Villas;4.0;2.0;486.0;For Rent;450.0;Mahdia;Mahdia
Shops;1.0;0.0;25.0;For Sale;20000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;350000.0;Mahdia;Mahdia
Houses and Villas;3.0;1.0;140.0;For Sale;85000.0;Mahdia;Ksour Essef
Appartements;2.0;1.0;100.0;For Rent;330.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;178000.0;Mahdia;Mahdia
Appartements;2.0;2.0;100.0;For Rent;600.0;Mahdia;Mahdia
Houses and Villas;3.0;1.0;160.0;For Rent;200.0;Mahdia;Autres villes
Appartements;2.0;1.0;102.0;For Rent;650.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Mahdia;Mahdia
Houses and Villas;2.0;1.0;160.0;For Sale;200000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Mahdia;Mahdia
Appartements;3.0;1.0;100.0;For Sale;115000.0;Mahdia;Autres villes
Shops;1.0;1.0;40.0;For Rent;300.0;Mahdia;Mahdia
Appartements;3.0;2.0;166.0;For Rent;480.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;275000.0;Mahdia;Autres villes
Appartements;3.0;1.0;100.0;For Rent;50.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;85000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;1500000.0;Mahdia;Mahdia
Appartements;2.0;1.0;100.0;For Rent;550.0;Mahdia;Mahdia
Appartements;3.0;1.0;300.0;For Sale;55690475.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;55000.0;Mahdia;Ksour Essef
Land and Farms;-1.0;-1.0;-1.0;For Sale;36000.0;Mahdia;Melloulèche
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;370000.0;Mahdia;Mahdia
Houses and Villas;3.0;1.0;379.0;For Sale;490000.0;Mahdia;Mahdia
Appartements;1.0;1.0;80.0;For Rent;500.0;Mahdia;Mahdia
Appartements;1.0;1.0;90.0;For Rent;600.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;180000.0;Mahdia;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;400000.0;Mahdia;Chebba
Appartements;1.0;1.0;65.0;For Rent;450.0;Mahdia;Mahdia
Appartements;2.0;1.0;102.0;For Rent;550.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Mahdia;Ksour Essef
Houses and Villas;3.0;1.0;150.0;For Rent;370.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;40000.0;Mahdia;Chebba
Appartements;1.0;1.0;58.0;For Sale;130000.0;Mahdia;Mahdia
Appartements;2.0;1.0;90.0;For Sale;170000.0;Mahdia;Ksour Essef
Land and Farms;-1.0;-1.0;-1.0;For Sale;600000.0;Mahdia;Mahdia
Appartements;2.0;1.0;120.0;For Rent;850.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;380000.0;Mahdia;Mahdia
Appartements;2.0;1.0;102.0;For Rent;500.0;Mahdia;Mahdia
Appartements;1.0;1.0;75.0;For Rent;350.0;Mahdia;Mahdia
Appartements;2.0;1.0;85.0;For Rent;500.0;Mahdia;Autres villes
Appartements;1.0;1.0;28.0;For Rent;200.0;Médenine;Djerba - Midoun
Vacation Rentals;1.0;1.0;80.0;For Rent;35.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;60000.0;Médenine;Djerba - Ajim
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Médenine;Djerba - Ajim
Land and Farms;-1.0;-1.0;-1.0;For Sale;185000.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;10000.0;Médenine;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;Médenine;Autres villes
Houses and Villas;3.0;2.0;160.0;For Sale;111000.0;Médenine;Djerba - Midoun
Houses and Villas;4.0;1.0;120.0;For Sale;250000.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;220000.0;Médenine;Djerba - Midoun
Land and Farms;-1.0;-1.0;-1.0;For Sale;165000.0;Médenine;Autres villes
Houses and Villas;2.0;1.0;90.0;For Rent;70.0;Médenine;Djerba - Midoun
Houses and Villas;4.0;2.0;120.0;For Rent;1100.0;Médenine;Djerba - Midoun
Land and Farms;-1.0;-1.0;-1.0;For Sale;65000.0;Médenine;Médenine
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Médenine;Djerba - Midoun
Houses and Villas;4.0;2.0;120.0;For Sale;285000.0;Médenine;Djerba - Midoun
Shops;5.0;1.0;30.0;For Rent;150.0;Médenine;Médenine
Land and Farms;-1.0;-1.0;-1.0;For Sale;20000.0;Médenine;Médenine Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Médenine;Djerba - Midoun
Vacation Rentals;1.0;1.0;160.0;For Rent;600.0;Médenine;Djerba - Midoun
Land and Farms;-1.0;-1.0;-1.0;For Sale;111000.0;Médenine;Djerba - Midoun
Houses and Villas;3.0;1.0;500.0;For Rent;1500.0;Médenine;Djerba - Midoun
Land and Farms;-1.0;-1.0;-1.0;For Sale;495000.0;Médenine;Autres villes
Houses and Villas;3.0;1.0;148.0;For Sale;300000.0;Médenine;Djerba-Houmt Souk
Houses and Villas;4.0;1.0;2000.0;For Rent;520.0;Médenine;Djerba - Midoun
Vacation Rentals;2.0;1.0;100.0;For Rent;50.0;Médenine;Djerba-Houmt Souk
Appartements;3.0;1.0;180.0;For Sale;180000.0;Médenine;Djerba-Houmt Souk
Houses and Villas;3.0;2.0;200.0;For Sale;220000.0;Médenine;Ben Gardane
Vacation Rentals;1.0;1.0;75.0;For Rent;50.0;Médenine;Djerba-Houmt Souk
Houses and Villas;8.0;4.0;500.0;For Sale;558000.0;Médenine;Djerba-Houmt Souk
Houses and Villas;2.0;1.0;80.0;For Rent;600.0;Médenine;Djerba - Midoun
Land and Farms;-1.0;-1.0;-1.0;For Sale;140000.0;Médenine;Djerba - Midoun
Houses and Villas;10.0;4.0;800.0;For Sale;400000.0;Médenine;Médenine Sud
Vacation Rentals;3.0;1.0;90.0;For Rent;850.0;Médenine;Djerba - Midoun
Houses and Villas;3.0;1.0;133.0;For Sale;150000.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;180000.0;Médenine;Autres villes
Appartements;3.0;3.0;204.0;For Sale;520000.0;Médenine;Djerba - Midoun
Houses and Villas;5.0;3.0;270.0;For Sale;300000.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;400000.0;Médenine;Djerba - Midoun
Land and Farms;-1.0;-1.0;-1.0;For Sale;40000.0;Médenine;Djerba - Ajim
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Médenine;Djerba-Houmt Souk
Houses and Villas;2.0;1.0;120.0;For Rent;400.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;180000.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;50000.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;85000.0;Médenine;Djerba-Houmt Souk
Vacation Rentals;1.0;1.0;75.0;For Rent;45.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;33000.0;Médenine;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Médenine;Zarzis
Vacation Rentals;2.0;1.0;400.0;For Rent;1900.0;Médenine;Djerba-Houmt Souk
Houses and Villas;3.0;2.0;350.0;For Rent;1300.0;Médenine;Djerba - Midoun
Houses and Villas;4.0;2.0;350.0;For Sale;275000.0;Médenine;Djerba - Midoun
Land and Farms;-1.0;-1.0;-1.0;For Sale;20000.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;Médenine;Djerba - Ajim
Land and Farms;-1.0;-1.0;-1.0;For Sale;93000.0;Médenine;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;15000.0;Médenine;Médenine
Houses and Villas;7.0;2.0;507.0;For Sale;450000000.0;Médenine;Autres villes
Houses and Villas;3.0;2.0;140.0;For Sale;275000.0;Médenine;Djerba - Midoun
Land and Farms;-1.0;-1.0;-1.0;For Sale;390000.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;98000.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;65000.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;45000.0;Médenine;Autres villes
Vacation Rentals;2.0;1.0;80.0;For Rent;2400.0;Médenine;Djerba - Midoun
Vacation Rentals;2.0;1.0;80.0;For Rent;1500.0;Médenine;Djerba - Midoun
Land and Farms;-1.0;-1.0;-1.0;For Sale;75000.0;Médenine;Djerba - Midoun
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Médenine;Djerba - Midoun
Houses and Villas;2.0;1.0;100.0;For Rent;650.0;Médenine;Djerba-Houmt Souk
Houses and Villas;4.0;1.0;200.0;For Sale;125000.0;Médenine;Zarzis
Land and Farms;-1.0;-1.0;-1.0;For Sale;135000.0;Médenine;Zarzis
Houses and Villas;3.0;2.0;300.0;For Rent;750.0;Médenine;Djerba - Midoun
Land and Farms;-1.0;-1.0;-1.0;For Sale;37000.0;Médenine;Djerba - Ajim
Vacation Rentals;2.0;1.0;120.0;For Rent;40.0;Médenine;Djerba-Houmt Souk
Vacation Rentals;1.0;1.0;75.0;For Rent;50.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;85000.0;Médenine;Zarzis
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000.0;Médenine;Djerba - Midoun
Houses and Villas;2.0;1.0;90.0;For Sale;160000.0;Médenine;Djerba - Midoun
Houses and Villas;3.0;2.0;180.0;For Sale;295000.0;Médenine;Djerba - Midoun
Houses and Villas;3.0;2.0;190.0;For Sale;290000.0;Médenine;Djerba - Midoun
Houses and Villas;3.0;2.0;160.0;For Sale;260000.0;Médenine;Autres villes
Houses and Villas;3.0;1.0;1350.0;For Sale;190000.0;Médenine;Djerba - Midoun
Houses and Villas;2.0;1.0;75.0;For Rent;700.0;Médenine;Djerba - Midoun
Vacation Rentals;1.0;1.0;70.0;For Rent;50.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;1500000.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Médenine;Médenine Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;700000.0;Médenine;Autres villes
Appartements;2.0;1.0;100.0;For Rent;50.0;Médenine;Djerba-Houmt Souk
Land and Farms;-1.0;-1.0;-1.0;For Sale;50000.0;Médenine;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;11111111111.0;Médenine;Autres villes
Houses and Villas;5.0;3.0;600.0;For Rent;750.0;Médenine;Autres villes
Houses and Villas;5.0;3.0;270.0;For Sale;300000.0;Médenine;Djerba-Houmt Souk
